SaleID,price
200000,1159.1313825719678
200001,1902.043135549985
200002,8817.612164497285
200003,1173.0154454709536
200004,2009.615541587168
200005,1344.3585886292478
200006,356.92790254646445
200007,3462.5922040095193
200008,10291.562234855875
200009,615.4518580070473
200010,531.4326749468781
200011,2480.1233065413103
200012,5413.375682118312
200013,7423.297021675955
200014,1690.0039106851395
200015,267.3834534730032
200016,1618.2691505628002
200017,8136.808905394384
200018,6890.772111955603
200019,630.8507641619607
200020,22855.18688427574
200021,7530.677906727996
200022,2059.2944722437414
200023,1502.155960768654
200024,911.9521419287207
200025,7998.4716226533355
200026,436.7361242623542
200027,12265.383931022312
200028,4399.270544061038
200029,7576.453409355714
200030,18605.99379393161
200031,13600.84453551146
200032,573.8636597427918
200033,12854.595026395273
200034,794.6154289500311
200035,1970.6744864898005
200036,14070.2323877606
200037,6095.170173394171
200038,1481.0387597987094
200039,323.90636905843303
200040,626.8387096523579
200041,23763.66570757163
200042,427.7643641342061
200043,8376.026355679036
200044,18210.852288637852
200045,593.1309450597539
200046,16653.144906925892
200047,17447.330873451432
200048,2220.230600249659
200049,2986.2147791343837
200050,726.1591520000068
200051,4397.244656345717
200052,2833.912281746755
200053,460.43197285160466
200054,12993.972156374277
200055,10758.8223650494
200056,7591.138412782154
200057,3326.9920494810117
200058,1097.8968463554284
200059,5113.770292035557
200060,7758.858292639616
200061,1241.6586222069438
200062,5562.015250175275
200063,8371.51998298359
200064,1276.5669039870818
200065,1733.5965819976968
200066,523.7680340939571
200067,10006.133273652515
200068,183.33398794635355
200069,18450.915530503098
200070,9450.532308623675
200071,325.6922827735763
200072,6402.8309690652395
200073,19763.191836999704
200074,4349.032380971466
200075,16758.013987287362
200076,3018.585478216912
200077,441.29632428906444
200078,366.8959974134057
200079,2890.361100265322
200080,3234.7077147652235
200081,2063.9772630652756
200082,3771.1540648727587
200083,452.0422876043519
200084,1256.745422501723
200085,1439.603863716076
200086,7120.267286256663
200087,3367.5158754310705
200088,2669.1634580494915
200089,41510.72502610344
200090,3000.766518804994
200091,215.240999279727
200092,1798.531042482636
200093,16848.96439474184
200094,7179.91113322672
200095,5881.866482073552
200096,2489.8339476339265
200097,1271.056280281438
200098,412.520397309378
200099,20753.31521308649
200100,21650.715320522464
200101,7553.255992737111
200102,1782.4538288061485
200103,10884.756937759947
200104,5522.851005753862
200105,3822.953747944928
200106,8529.37368803603
200107,1946.3331321614187
200108,14638.630814636414
200109,7817.667056996412
200110,969.0963175411589
200111,1805.1468291802448
200112,1781.1577538020038
200113,667.7139525923168
200114,2302.3344149778213
200115,1353.3550751210066
200116,13433.148035668626
200117,17046.317716931735
200118,65087.68930253249
200119,199.96909077785776
200120,3375.3774012319022
200121,2639.397695882708
200122,678.7546025351514
200123,2439.3412636847825
200124,52132.493546073805
200125,800.8633440508293
200126,3377.866828704746
200127,14995.387734981134
200128,1432.1233786992345
200129,5917.079352551299
200130,3495.5606303938466
200131,2833.264905353283
200132,1159.2544942399998
200133,2797.8097779054056
200134,1236.9182431130312
200135,2855.1399067996817
200136,3820.770275361505
200137,1030.8126487765244
200138,10189.436830778232
200139,6626.479488353342
200140,2530.889885926992
200141,1541.007708841275
200142,6447.1552431620585
200143,8821.073818165329
200144,1357.9221500693548
200145,6040.787170428228
200146,2688.3108006223633
200147,4567.160606279572
200148,2788.6126075618295
200149,235.34457726659303
200150,10560.507138841967
200151,5334.664063619755
200152,638.3463994066719
200153,497.23903281402613
200154,7434.280887132638
200155,3136.040128391534
200156,16441.965524958316
200157,8706.981423563793
200158,10058.955956383608
200159,4178.719535150003
200160,6756.167092558561
200161,6988.999143874963
200162,6666.118453645938
200163,1065.6589542689658
200164,16802.973211555764
200165,15399.211451936197
200166,25150.518195922967
200167,3719.9955369020527
200168,39295.33871792797
200169,825.5341915950888
200170,2552.344713378954
200171,8674.161400924357
200172,2159.47101870538
200173,32555.57957723322
200174,931.6917403861275
200175,2328.118303077342
200176,8714.093041819262
200177,5731.742604049466
200178,5226.219097367489
200179,3588.9341415753415
200180,897.6890822603532
200181,18807.445989410793
200182,4329.332485743119
200183,1529.4468938746802
200184,2151.097245960156
200185,4094.0545165878075
200186,3537.5460615441034
200187,7862.254334429857
200188,11266.347839297945
200189,11646.184671236271
200190,4189.708964273375
200191,2991.686482934047
200192,1110.0914844831996
200193,4267.062530309628
200194,6844.550843542103
200195,2560.8190679587397
200196,840.9322719013294
